elo,moves,opening,termination
1673,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Qe2 Qe7 Qxe4 d6 d4 dxe5 dxe5 Nc6 Nc3 Qxe5 Bc4 Qxe4+ Nxe4 Be7 Bf4 Nd4 O-O-O Ne6 Bxe6 Bxe6 Bxc7 O-O Bd6 Rfe8 Bxe7 Rxe7 Nc5 Bf5 Rhe1 Rc7 Nd3 Rac8 Rd2 Bxd3 Rxd3 Rxc2+ Kb1 Rxf2 Red1 g6 g3 Rcc2 Rb3 b6 a3 Rxh2 g4 Kg7 Rg1 Rcg2 Rc1 Rxg4 Rc7 Rgg2 Rxa7 Rf2 Rb7 1-0,Russian Game: Damiano Variation Kholmov Gambit,Time forfeit
1462,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nxc6 bxc6 Nc3 Bg7 Bd2 Nf6 f3 O-O Bc4 Bb7 O-O c5 Be3 d6 Qd2 Qa5 Rad1 Qb4 Bb3 a5 a3 Qb6 Nd5 Nxd5 Bxd5 Bxd5 Qxd5 Qxb2 f4 Rfd8 f5 e6 fxe6 fxe6 Qxe6+ Kh8 Rxd6 Rxd6 Qxd6 Bd4 Rf8+ Kg7 Qe7# 1-0,Sicilian Defense: Accelerated Dragon Exchange Variation,Normal
1450,e4  e5  d3  Nf6  c4  Bc5  Nc3  c6  Nf3  h6?  Nxe5  d6  Nf3  O-O  e5?  dxe5  Nxe5?  Re8  f4  Ng4?!  Ne4  Bf5?  Nxc5  Qd4  Qe2?  Qxc5  Kd1??  Nd7?!  Kc2??  Ndxe5  fxe5  Rxe5??  Qf3??  Rae8??  b4??  Qxb4?!  Rb1  Qxc4+  Kb2?!  Rb5+  Ka1  Rxb1+?!  Kxb1  Qb4+?  Bb2?  Ne3??  Qg3??  f6  Be2?!  Nd5??  Re1??  Nc3+  Kc1  Nxe2+  Rxe2?!  Rxe2  Bxf6  Re1+?!  Kc2  Qb1+?!  Kc3  Rc1+?!  Kd2?!  Rd1+?!  Ke3  Rxd3+?!  Kf4  Rxg3  hxg3  gxf6?!  g4  Qe4+  Kg3  Qxg4+?!  Kf2  Be4  Ke1  Qd7?!  a4  Qd4?!  g4  Bc2?!  a5  Qe3+  Kf1  Bd3+?!  Kg2  Be2  a6  Qf3+  Kg1  bxa6?!  g5  Qg3+  Kh1  Bf3# 0-1,King's Pawn Game: Leonardis Variation,Normal
1473,Nc3 b6 Nf3 Bb7 e4 d5 d4 dxe4 Ne5 f6 Ng4 f5 Ne3 f4 Nc4 f3 gxf3 exf3 Bh3 b5 Ne5 Qd6 Nxf3 Bxf3 Qxf3 c6 Nxb5 Qd8 Na3 Nf6 Bg5 h6 Bxf6 gxf6 O-O-O c5 d5 Qa5 d6 exd6 Qxa8 Qd8 Rhe1+ Kf7 Qxa7+ Nd7 Bxd7 Kg6 Bh3 d5 Qa4 c4 Qb5 Bxa3 Rxd5 c3 Bf5+ Kf7 0-1,Van Geet Opening,Time forfeit
1947,e4 e5 Nf3 Nf6 Nc3 Nc6 Bb5 Bc5 O-O d6 Nd5 Nxe4 d4 Bb6 dxe5 dxe5 Qd3 Nc5 Qd1 f6 Bxc6+ bxc6 Nxb6 Qxd1 Rxd1 axb6 b4 Ne4 Re1 Nd6 Bb2 Bf5 c3 Nc4 Bc1 Ke7 Nd4 Bd7 a4 Kf7 Nf3 Be6 Be3 Rhd8 Reb1 Rd3 Rc1 Nxe3 fxe3 Rxe3 a5 b5 a6 Ra7 Rd1 Ke7 Kf2 Rxc3 Nd2 Rc2 Ke3 Rb2 Rdc1 Bd5 Ne4 Bxe4 Kxe4 Rxb4+ Ke3 Rc4 Rxc4 bxc4 Rc1 Rxa6 Rxc4 Kd6 Rc3 Ra4 g3 c5 h4 c6 h5 h6 Kf3 Rd4 g4 Kd5 0-1,Four Knights Game: Spanish Variation Classical Variation,Time forfeit
1446,e4 e5 Nf3 Bc5 Bc4 Qf6 O-O Ne7 c3 Ng6 d4 exd4 cxd4 Be7 Ng5 O-O Qb3 Qxd4 Bxf7+ Rxf7 Qxf7+ Kh8 Qe8+ Bf8 Qxc8 Qf6 Qxc7 Nc6 Qxd7 Rd8 Qc7 h6 Nf7+ Kh7 Nxd8 Nxd8 Rd1 Ne6 Qxb7 Bc5 Be3 Qxb2 Qxb2 Bxe3 Qc3 h5 Qxe3 h4 Rd6 Ngf4 e5 h3 gxh3 g5 Qe4+ Kh6 Nc3 Kh5 Qf3+ g4 Qxg4+ Kh6 Rb1 Kh7 Rb7+ Kh8 Rd8+ Nxd8 Qg7# 1-0,King's Pawn Game: Busch-Gass Gambit,Normal
1480,e4 c5 Nf3 d6 Bc4 e6 d4 d5 exd5 exd5 Bb5+ Bd7 Nc3 Bxb5 Nxb5 a6 Nc3 cxd4 Nxd4 Nc6 Nxc6 bxc6 Qe2+ Qe7 O-O Qxe2 Nxe2 O-O-O Nd4 Ne7 Re1 c5 Nb3 Nc6 a3 Bd6 g3 Rhe8 Bg5 f6 Bh4 g5 Bxg5 fxg5 Rxe8 Rxe8 Nd2 c4 Nf3 h6 Re1 Rxe1+ Nxe1 Nd4 c3 Ne2+ Kf1 Nc1 Nf3 Kd7 Nd4 Bc5 Nf5 h5 Nd4 Bxd4 cxd4 Ke6 Ke1 Nd3+ Kd2 Nxf2 Ke2 Ne4 Ke3 Kf5 Kf3 Nd2+ Ke2 Nb3 Kf3 Nxd4+ Ke3 Nc2+ Kf3 d4 Ke2 d3+ Kd1 1-0,Sicilian Defense,Time forfeit
1504,e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 a6 Be2 d6 cxd4 h6 Bf3 Nf6 e5 dxe5 dxe5 Nd7 d4 Qe7 O-O Nb6 Nc3 Be6 d5 Bd7 d6 cxd6 exd6 Qxd6 Re1+ Be6 Be3 Nc4 Qa4+ b5 Nxb5 Qd7 Bxa8 axb5 Qa6 Bd6 Bc6 O-O Bxd7 Bxd7 b3 Ne5 Qxd6 1-0,Ruy Lopez: Bird Variation,Normal
1697,e4  d5  e5?!  d4  Nf3  Bg4  d3?!  e6  Bg5??  Be7?  Bxe7?!  Nxe7  Nbd2  Nf5?!  h3  Bxf3  Nxf3  c6  Be2  Nh4?!  Nxh4  Qxh4  O-O?!  Qg5?!  f4  Qg3  Bf3  h5?!  Qe1?!  Qg6??  Be4?  Qh6?  f5?  exf5  Rxf5  Nd7  Bf3?  f6??  e6??  Ne5  Rxe5?  fxe5  Qxe5  O-O-O?  e7  Rde8  Re1  Qf6  Qe6+?  Qxe6  Rxe6  Kd7  Re4  Rxe7  g4?  Rxe4  dxe4?  hxg4  Bxg4+  Kd6  Kf2  g5?!  Ke2  Ke5  Kd3  c5  c3?!  b6  cxd4+?!  cxd4  b4?  a5  bxa5?!  bxa5  Kc4??  Rd8??  Kb5??  d3  Kxa5  d2  Kb4?!  d1=Q  Bxd1  Rxd1  a4  Rh1  a5  Rxh3  Kb5  Rh8  Kb6  g4  Kb7  g3  a6  g2  a7  g1=Q  a8=Q  Qb1+  Kc6  Rxa8  0-1,Scandinavian Defense,Normal
1348,e4 e5 Nf3 Nc6 d4 exd4 c3 Nf6 e5 Ng8 cxd4 f6 Bc4 fxe5 dxe5 Bc5 O-O d6 exd6 Qxd6 Re1+ Kd7 Qe2 Nf6 Nc3 Bd4 Nb5 Qc5 Nbxd4 Nxd4 b4 Nxe2+ Rxe2 Qxc4 Rd2+ Ke7 Ba3 Kf7 Re1 Re8 Rxe8 Kxe8 Rd1 Kf7 Ne5+ Kg8 Nxc4 Be6 Re1 Bxc4 Re6 Kf7 f4 Rd8 f5 Rd1+ Kf2 Ne4+ Ke3 1-0,Scotch Game: Goering Gambit,Time forfeit
1387,b3 d5 Bb2 Nd7 g3 e5 d4 e4 e3 Ngf6 Be2 Bb4+ c3 Ba5 f3 c6 b4 Bc7 a4 O-O a5 a6 f4 g6 Nd2 Nh5 Nf1 f5 Bxh5 gxh5 Qxh5 Kh8 Nh3 Rg8 Ng5 Qe7 Nf7+ Kg7 Qh6+ Kxf7 Qxh7+ Kf8 Qh6+ Qg7 Qe6 Qe7 Qxf5+ Qf7 Qxf7+ 1-0,Nimzo-Larsen Attack: Classical Variation,Time forfeit
1760,e4 c5 d3 d5 exd5 Qxd5 c4 Qc6 Nf3 Nf6 Nc3 g6 Be2 Bg7 O-O O-O Bg5 Bg4 Rb1 Nbd7 a3 b6 b4 Rad8 b5 Qc7 Bxf6 Nxf6 Nd5 Nxd5 cxd5 Rxd5 h3 Bxf3 Bxf3 Rd4 Be4 Rfd8 a4 Rxe4 Qf3 Red4 Rbd1 Rf4 Qe3 Bd4 Qg3 Qd6 Kh1 Qf6 f3 Kg7 Rfe1 h5 Re4 Rxe4 fxe4 Be5 Qe3 Qh4 Rf1 Bd4 Qf3 Bf6 a5 Qg5 axb6 axb6 g4 hxg4 hxg4 Rh8+ Kg2 Qh4 Rh1 Qxh1+ Kf2 Qxf3+ Kxf3 Rh3+ Kf4 Bd4 g5 e5+ Kg4 Re3 0-1,Sicilian Defense,Time forfeit
1336,e4 e5 Nf3 d6 Bc4 Be7 d4 exd4 Nxd4 Nf6 Qf3 O-O e5 d5 exf6 dxc4 c3 Bxf6 Qd1 Re8+ Be3 Nc6 Nxc6 bxc6 O-O Be6 Nd2 Qd6 Ne4 Qd7 Nxf6+ gxf6 f4 Rad8 Qf3 Qe7 Qg3+ Kh8 f5 Rg8 Qf4 Bd5 Rf2 Rde8 Bd4 Qe4 Qh6 Rxg2+ Kf1 Rxf2+ Kxf2 Qf3+ Kg1 Qg2# 0-1,Philidor Defense #4,Normal
1733,e4 c5 c3 g6 Bc4 Bg7 d3 Nc6 f4 Na5 Bb5 a6 Ba4 b5 Bc2 c4 d4 d5 e5 f6 Nf3 fxe5 fxe5 Bg4 O-O Nh6 h3 Bxf3 Qxf3 Qd7 Be3 Rf8 Qe2 Rxf1+ Kxf1 Nf5 Nd2 Ng3+ Ke1 Nxe2 Kxe2 O-O-O Rf1 Rf8 Nf3 Nc6 Bg5 h6 Bd2 Nd8 Bxg6 Ne6 Bh5 Ng5 Bxg5 hxg5 Bg4 e6 Nxg5 Qe7 Rxf8+ Bxf8 Nxe6 Kb8 a3 Bh6 Nc5 Ka7 Be6 Qg5 Bxd5 Qe3+ Kf1 Qc1+ Kf2 Qxb2+ Kg1 Be3+ Kh2 Bf4+ Kg1 Bg3 Kf1 Qf2# 0-1,Sicilian Defense: Alapin Variation,Normal
1594,e4 c6 f4 d5 Nf3 dxe4 Ne5 Nf6 Bc4 e6 f5 exf5 Bxf7+ Ke7 O-O Nbd7 Nxd7 Bxd7 Bb3 Be6 Nc3 Bxb3 axb3 Kd7 d3 exd3 Qxd3+ Kc7 Bf4+ Kc8 Qxf5+ Qd7 Qxd7+ Kxd7 Rad1+ Kc8 Rfe1 Bb4 Bd2 Bxc3 Bxc3 Re8 Bxf6 Rxe1+ Rxe1 gxf6 Re8+ Kc7 Rxa8 b6 Rxa7+ Kd6 Rxh7 1-0,Caro-Kann Defense,Normal
1688,d3 g6 e4 Bg7 c3 e5 d4 exd4 cxd4 Nc6 e5 Nge7 Nf3 Nd5 Be3 Nxe3 fxe3 O-O Bc4 Qe7 O-O Na5 Bd3 d6 b4 Nc6 d5 Nxe5 Nxe5 Qxe5 Nd2 Qxe3+ Kh1 Qxd3 Rc1 Re8 Rf3 Qe2 Qc2 Bf5 Rxf5 gxf5 Nf3 Bh6 Qxe2 Rxe2 Rf1 Rae8 a4 Kg7 Nd4 R2e5 Nxf5+ Rxf5 Rg1 Rfe5 h3 Bd2 Kh2 Bxb4 g3 Bc5 Rg2 Rxd5 h4 Rd3 Kh3 Ree3 Kg4 h6 h5 f5+ Kxf5 Re5+ Kg4 Rd4+ Kh3 1-0,Mieses Opening,Time forfeit
1295,e4 e5 Nf3 d5 Nc3 c5 exd5 b6 Bb5+ Qd7 0-1,Elephant Gambit,Time forfeit
1611,Nf3 c5 c3 Nc6 e3 a6 d4 cxd4 cxd4 e6 a3 Nf6 Bd3 Be7 Nbd2 O-O O-O d5 h3 Qd6 b4 Bd8 Bb2 Bc7 Re1 Ne7 e4 dxe4 Bxe4 Ng6 Bxg6 fxg6 Ne5 Nd5 Ndf3 b5 Rc1 Bb7 Rc5 Bb6 Rc2 Nf6 Qc1 Nd5 Nd3 Bc7 Nc5 Rxf3 gxf3 Qh2+ Kf1 Nf4 0-1,Zukertort Opening: Sicilian Invitation,Normal
1469,d4 d5 c4 e6 Nc3 Nf6 a3 c6 c5 Qa5 Bd2 b6 Nxd5 Qa6 Nc7+ Kd8 Nxa6 Nxa6 cxb6 axb6 e3 c5 Bxa6 Bxa6 dxc5 Bxc5 Bb4+ Nd7 Bxc5 Bc8 Bxb6+ Ke7 Bd4 f6 Ne2 Rd8 O-O Ra5 Bc3 Rd5 Nd4 e5 Nf5+ Ke6 Nxg7+ Ke7 Qxd5 Nf8 Nf5+ Ke8 Qc6+ Bd7 Ng7+ Kf7 Qc7 Rc8 Qxc8 Bxc8 Nh5 Ba6 Rfd1 Bb5 a4 Bc6 a5 Ne6 a6 Nc5 b4 Nb3 b5 Bxb5 a7 Bc6 a8=Q Bxa8 Rxa8 Nc5 Nxf6 Kxf6 Bxe5+ Kxe5 Ra5 h5 Rxc5+ Ke4 Rd4# 1-0,Queen's Gambit Declined: Normal Defense,Normal
1404,d4 d5 Bg5 Nd7 Nc3 c6 Nf3 f6 Bh4 g5 Bg3 Bg7 h3 e5 dxe5 Nxe5 Nxe5 fxe5 e3 e4 Qh5+ Kf8 O-O-O Nf6 Qe2 Bf5 Bh2 h5 f3 exf3 gxf3 g4 hxg4 hxg4 Bg2 Bh6 Be5 Qe7 Bxf6 Qxf6 fxg4 Re8 Rd3 d4 Rf1 Bxe3+ Rxe3 Rxe3 Rxf5 Qxf5 gxf5 Rxe2 Nxe2 Rg8 Be4 c5 b3 b6 a4 a5 Kd2 Rg7 Nf4 Re7 Bd3 Kg7 Nd5 Rb7 Be4 Kh6 Nf4 Re7 Kd3 Kg5 Nd5 Rb7 c3 dxc3 Nxc3 Rd7+ Kc4 Rd4+ Kb5 Rd6 Nd5 Rd8 Nxb6 Re8 Bd3 Rb8 Kxc5 Rd8 Be4 Re8 Bd3 Re5+ Kd4 Re1 0-1,Queen's Pawn Game: Levitsky Attack,Time forfeit
1678,e4 e6 f4 b6 Nf3 Bb7 d3 Nc6 Be2 Bc5 d4 Be7 O-O Nb4 c3 Nc6 Be3 Nf6 Nbd2 d6 h3 Qd7 Nh2 O-O-O Bf3 e5 d5 Nb8 a4 c6 c4 g6 a5 b5 Bxa7 bxc4 Nxc4 cxd5 Nb6+ Kc7 Nxd7 Kxd7 Qa4+ Bc6 Qc2 dxe4 Rfc1 exf3 Nxf3 Be4 Qc7+ Ke8 Bxb8 exf4 Ba7 Kf8 Ng5 Nd5 Qc6 Bxg5 Bd4 Rg8 Re1 Re8 Rxe4 Rxe4 Qxd5 Re6 Rc1 Bf6 Bxf6 Rxf6 Rc8+ Kg7 Rxg8+ Kxg8 a6 Kg7 a7 Rf5 a8=Q Re5 Qxe5+ dxe5 Qe4 f6 b4 h5 b5 Kh6 b6 Kg5 b7 f5 Qxe5 h4 b8=Q f3 Qd8+ 1-0,French Defense: La Bourdonnais Variation,Time forfeit
1749,d4 g6 c4 Bg7 Nc3 e6 e3 Ne7 Nf3 O-O Be2 b6 O-O Bb7 b3 d5 Bb2 Nd7 cxd5 Nxd5 Nxd5 Bxd5 Bc4 Rc8 Qd3 Bxc4 bxc4 c5 Rab1 cxd4 exd4 Nc5 Qd2 Ne4 Qd3 Nd6 Rfc1 Re8 Ne5 Nf5 g4 Bxe5 gxf5 exf5 d5 Bxb2 Rxb2 Qf6 Rd2 Qe5 d6 Rcd8 d7 Re7 Rcd1 Qc7 Qd5 h5 a4 Qc5 Qxc5 bxc5 Rd5 Kf8 Rxc5 Rexd7 Rxd7 Rxd7 Rc8+ Ke7 c5 Ke6 0-1,Modern Defense,Time forfeit
1585,e4  Nf6  e5  Nd5  c4  Nb6  c5  Nd5  Bc4  e6  d4  d6  exd6  cxd6  cxd6  Bxd6  Qe2?!  O-O  Bxd5?  exd5  Be3  Re8  Nf3  Nc6?!  O-O  Bg4  h3??  Bxf3??  Qxf3  Qd7  Nc3  Qe6?!  Rfe1?!  Rac8?!  Bf4?  Bxf4??  Rxe6  Rxe6  Nxd5??  Re3??  Qxf4??  a6??  Nxe3  Re8  Qd6  Rxe3  fxe3  Nb4?!  Qb8# 1-0,Alekhine Defense: Two Pawn Attack Lasker Variation,Normal
1238,e4 e5 h3 Nf6 g4 Nxe4 f3 Qh4+ Ke2 Ng3+ Kf2 Nxh1+ Kg2 Ng3 Ne2 Bc5 Nxg3 O-O Nf5 Qf2+ Kh1 Qg1# 0-1,King's Pawn Game,Normal
1558,e4 c5 Nc3 d6 Nge2 Nf6 d4 cxd4 Nxd4 Nbd7 Be3 a6 Be2 e6 f4 Be7 O-O O-O Qe1 Nc5 Bf3 Bd7 e5 dxe5 fxe5 Ne8 a4 Nc7 b4 Nxa4 Nxa4 Nd5 Bxd5 exd5 Qg3 Qc7 Bh6 g6 Bxf8 Bxf8 Rxf7 Bxb4 Ne6 Qxc2 Qh4 Kxf7 Qf6+ Ke8 Ng7# 1-0,Sicilian Defense: Modern Variations,Normal
1793,d4  d5  Nf3  g6  c4  e6  Nc3  Bg7  Bf4  f5?!  e3  Ne7  cxd5  O-O?  dxe6  Bxe6  Be2?!  Nd5  Be5  Nxc3  bxc3  Nc6  Bxg7  Kxg7  O-O  Bd5  c4  Be4  d5?!  Ne7?  Nd4?!  c6??  Ne6+  Kg8  Nxd8  Raxd8  f3  cxd5  fxe4  dxe4  Qb3  Kg7  Rad1  Rb8  Rd7  Kf6  c5  Nc6?!  Qc3+  Ne5  Rfd1?!  Rfe8  h4?!  g5?!  R1d6+  Re6  Rxe6+?!  Kxe6  Rd6+  Kf7  Qxe5  Rc8  Bc4+?!  Kf8  Qxf5+  Ke7  Qf7# 1-0,Queen's Pawn Game: Zukertort Variation,Normal
1700,d4  Nf6  Nf3  d5  e3  Bg4  c4  e6  Qb3  b6  cxd5  Qxd5  Bb5+  c6  Qxd5  Nxd5  Be2  c5  h3  Bf5  dxc5  Bxc5  O-O  Nc6  Nc3  Nxc3  bxc3  O-O  Nd4  Nxd4  exd4  Bd6  Bg5  Rac8  Rac1?!  Ba3  Rce1?!  Rxc3  Bf3  h6  Bd2?!  Rc2  Be3?  Rxa2?  Rb1??  Bxb1  Rxb1  Rb2  Rc1  a5  Rc7??  a4??  d5??  exd5??  Bxd5??  Rb1+  Kh2  Bd6+  g3  Bxc7  Be4  a3??  Bxb1  Ra8  Ba2  Be5  Bxb6?!  Rb8  Bc5  Rb2  Bxa3??  Rxa2??  Be7??  f6??  0-1,Queen's Pawn Game: Colle System,Time forfeit
1395,e4 e5 f3 d5 d3 c6 g4 b6 h3 a6 exd5 1-0,King's Pawn Game: King's Head Opening #2,Time forfeit
1606,d4  d5  c4  Nf6  Nc3  c6  Nf3  e6  e3  Be7  Bd3  O-O  Bd2  Nbd7  O-O  Re8  Re1  dxc4  Bxc4  Nd5  Rc1  Bf6  Ne2  e5  dxe5  Nxe5  Nxe5  Bxe5  f4?  Bxb2  Rc2  Qf6?!  Nd4?  Bxd4  exd4  Qxd4+  Kh1  Rxe1+  Qxe1  Bf5  Bc3??  Nxc3??  Rxc3  Rd8  Rd3??  Bxd3  Bxd3  Qxd3  0-1,Semi-Slav Defense: Main Line,Normal
1562,c4 d5 cxd5 Qd6 Nc3 e5 Nf3 Bg4 e3 Nf6 Be2 Bxf3 Bxf3 Be7 e4 O-O O-O c6 d4 cxd5 dxe5 Qe6 exf6 Bxf6 exd5 Qb6 Qb3 Qc7 Be3 Na6 Rac1 Qd7 Ne4 Be5 Nc5 Nxc5 Bxc5 Rfc8 Rfe1 Bf6 Be3 Rxc1 Rxc1 b6 Rc6 Rc8 Qc2 Re8 g3 Qh3 Bg2 Qd7 h4 Qg4 a3 Be5 Rc4 Qd7 Bf4 Bxf4 Rxf4 Re1+ Kh2 Re7 Re4 Rxe4 Qxe4 1-0,English Opening: Anglo-Scandinavian Defense,Normal
1481,e4 e6 Nf3 b6 d4 Bb7 Bd3 d5 exd5 Bxd5 c4 Bb7 Bc2 c5 dxc5 Qxd1+ Bxd1 Bxc5 O-O Nc6 Re1 Nf6 Be3 Bxe3 Rxe3 O-O-O Nc3 Nd4 Nxd4 Rxd4 Bc2 Rhd8 Ne2 Rd2 Rc1 Ba6 h3 Kb7 0-1,French Defense: Knight Variation,Time forfeit
1217,e4 e5 Nc3 Nc6 Nd5 Qg5 Nxc7+ Kd8 Nxa8 Qf6 f3 Bc5 Nh3 Qh4+ g3 Qe7 f4 b6 Bg2 exf4 Nxf4 d6 Nd5 Qe5 c3 Be6 d4 Nxd4 cxd4 Bxd4 Be3 Bxe3 Nxe3 Nf6 O-O Qc5 Rc1 Qxe3+ Kh1 Ng4 Qxd6+ Ke8 Nc7# 1-0,Vienna Game: Max Lange Defense,Normal
1799,c4 b6 Nc3 Bb7 e3 e6 Nf3 Nc6 d4 Qe7 Be2 O-O-O O-O h5 d5 Nb4 a3 Na6 dxe6 dxe6 Qc2 h4 b4 h3 g3 Nf6 e4 Ng4 Ne1 f5 f3 Ne5 f4 Ng4 Bxg4 fxg4 Be3 g6 Rd1 Bg7 Rxd8+ Rxd8 Nb5 Kb8 c5 c6 Nxa7 Kxa7 cxb6+ Kb8 Bc5 Nxc5 bxc5 Bd4+ Kh1 Bxc5 Nd3 Bxb6 Re1 Qxa3 Ne5 Rd4 Rd1 Rxd1+ Qxd1 Qb2 Nd7+ Kc7 Qd6+ Kxd6 0-1,English Opening,Time forfeit
1339,e4  c5  Nf3  d6  c4  Nc6  Nc3  Nf6  d3  h6  Be3  Bg4  h3  Bh5  g4  Bg6  Bg2  e6  Qd2  Be7  O-O-O  Qa5?!  a3  O-O-O  Rhe1  a6  Qc2  b5  cxb5  axb5  d4?  b4  axb4?!  Nxb4?!  Qa4  Qxa4  Nxa4  Nxe4  dxc5?!  Nxc5  Nxc5  dxc5  Rxd8+  Rxd8  Ne5??  Bf6??  Nxg6  1-0,Sicilian Defense,Time forfeit
1528,d4 e6 c4 d6 e4 Ne7 Nf3 b6 Bg5 Bb7 Nc3 Nd7 Bd3 g6 Qd2 Bg7 Bh6 O-O Bxg7 Kxg7 h4 Nf6 e5 dxe5 dxe5 Nfg8 h5 a6 hxg6 fxg6 Ng5 Rf6 Rxh7+ Kf8 exf6 Nxf6 Rf7+ Ke8 Rxf6 Qd4 Rxe6 Kd7 O-O-O Rd8 Rxe7+ Kxe7 Qe2+ Be4 Bxe4 Qxd1+ Nxd1 Rxd1+ Kxd1 1-0,Horwitz Defense,Time forfeit
1686,d4 e6 e4 c5 d5 Nf6 dxe6 fxe6 e5 Nd5 c4 Nb6 Nf3 Be7 Bd3 O-O O-O d6 Qc2 h6 exd6 Bxd6 Qe2 Nc6 Qe4 Qf6 Qh7+ Kf7 Qe4 Nb4 Be2 Kg8 a3 Nc6 Nc3 e5 Nd5 Nxd5 Qxd5+ Kh8 Ne1 Nd4 Bd3 e4 Bxe4 Ne2+ Kh1 Nf4 Bxf4 Qxf4 g3 Qe5 Qxe5 Bxe5 Rb1 Rb8 Kg2 b5 Nd3 Bd4 cxb5 Rxb5 h4 c4 Nf4 Rxb2 Rxb2 Bxb2 Ng6+ Kg8 Nxf8 Kxf8 a4 Bd7 Bc2 c3 f3 Ke7 g4 Kf6 Re1 Ba3 Rd1 Bc6 Rd3 Bb4 Rd4 a5 Rd8 Ke7 Rc8 Bd7 Rg8 Kf6 h5 Kf7 Ra8 Ke6 Ra7 Kd5 Rxd7+ Kc4 Rxg7 Kd4 Rd7+ Ke3 Rd3+ Ke2 Rd7 Ke3 0-1,Franco-Benoni Defense,Time forfeit
1052,e4 Nf6 e5 Ng4 Qxg4 d5 Qe2 g6 Qe3 Nd7 Bb5 c6 Bd3 Bg7 Nf3 f6 e6 f5 exd7+ Bxd7 c4 O-O Ng5 e5 Nxh7 Rf7 Ng5 Rf8 cxd5 cxd5 Nc3 Bh6 Qh3 Qxg5 O-O f4 Nxd5 Bxh3 Ne7+ Kf7 Nf5 Qxg2# 0-1,Alekhine Defense,Normal
1425,e4 e5 Bc4 h6 Nf3 Nf6 Nxe5 Nxe4 Nxf7 Qf6 Qe2 Bc5 Qxe4+ Kf8 O-O Bd4 Nxh8 Bxb2 Bxb2 Qxb2 Nc3 Qxc2 Nd5 Qxe4 Nxc7 Qxc4 Nxa8 d5 Rac1 Qg4 g3 Qh3 Ng6+ Kf7 Nf4 Qf5 Nc7 Na6 Ncxd5 b6 Ne3 Qg4 Nxg4 Bxg4 Nd5 Nc5 f3 Bh3 Rfe1 Be6 Nf4 Bxa2 d4 Nb3 Rc7+ Kf6 Nh5+ Kg5 Nxg7 Nxd4 Re5+ Kf6 Ree7 Nxf3+ Kg2 Ng5 Rc6+ Ne6 Nxe6 Bxe6 Rexe6+ Kf5 Rxh6 b5 Rh5+ Kg4 Rxb5 a6 Rb4+ Kg5 Rxa6 Kh5 Ra5+ Kg6 Rb6+ Kf7 Ra7+ Ke8 Rb8# 1-0,Bishop's Opening,Normal
1597,e4  c5  Nc3  d6  d3  Nc6  f4  e6  Nf3  Be7  g3  Bf6  Bg2  Nge7  O-O  Ng6  Ne2  O-O  c3  Bd7  Be3  a6  Rc1  b5  d4  c4  e5  Be7  exd6  Bxd6  h3?!  Nge7  Nh2?!  Nf5?!  Bf2  Qc7  d5  Nce7?!  g4  Nh6  dxe6  Bxe6?!  Bxa8  Rxa8  Be3  Rd8  Nd4  Bd7  f5??  f6??  Nhf3  Nf7  Kg2?  Ne5  Nxe5  Bxe5  Qe2?!  Bc6+?  Kg1??  Qb7??  Nxc6  Qxc6  Rcd1  Rxd1?!  Rxd1  Qd6??  0-1,Sicilian Defense: Closed Variation,Time forfeit
1725,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 a6 Nd6+ Bxd6 Qxd6 Qe7 Qc7 Nf6 Bd3 O-O O-O Ne8 Qb6 d6 Nc3 Qd7 Nd5 Ne7 Qe3 Nxd5 exd5 Nf6 c4 Re8 Be2 Ng4 Qg3 Nf6 Bh6 g6 Bg5 Ne4 Qh4 Nxg5 Qxg5 Qf5 Qh6 Qc2 Rfe1 Qxb2 h4 e4 Qg5 Qe5 Qh6 Qg7 Qf4 Re5 g4 Bd7 Rab1 b5 Red1 Rae8 cxb5 axb5 Bxb5 Bxb5 Rxb5 e3 fxe3 Rxe3 Qxd6 Qc3 g5 Rg3+ Kh2 Rh3+ Kg2 Rxh4 Rb8 Qh3+ Kf2 Qh2+ Qxh2 Rxh2+ Kg3 Rxb8 Kxh2 Rb2+ Kg3 Rxa2 d6 Ra8 Kf4 Kf8 Ke5 Ke8 Kf6 Kd7 Kxf7 Ra6 Kg7 Rxd6 Rxd6+ Kxd6 Kxh7 Ke6 Kxg6 Ke7 Kg7 Ke6 g6 Ke7 Kh8 1-0,Sicilian Defense: Loewenthal Variation,Normal
